Customer_ID_Numeric,Category,Revenue_In_Category,Profit_In_Category,Quantity_In_Category,R_Score,Segment,M_Score_Category,Segment_Category
383,Accessories,529.62,167.68,3,2,At_Risk,5.0,High_Value
384,Clothing & Apparel,152.08,47.27,1,5,At_Risk,2.0,Potential
385,Clothing & Apparel,365.48,115.49,1,5,Champions,3.0,Potential
385,Electronics,3668.56,441.79,5,5,Champions,5.0,Champions
386,Clothing & Apparel,311.21,85.2,1,2,Lost,3.0,At_Risk
387,Home & Furniture,904.66,188.15,2,1,High_Value,4.0,High_Value
388,Home & Furniture,613.54,212.45,1,3,Loyal,3.0,Loyal
389,Home & Furniture,461.82,125.38,1,5,Potential,2.0,Potential
390,Clothing & Apparel,478.58,169.09,2,1,High_Value,4.0,High_Value
390,Electronics,188.97,17.82,1,1,High_Value,1.0,Lost
391,Home & Furniture,2463.48,320.05,4,1,High_Value,5.0,High_Value
392,Clothing & Apparel,319.36,97.29,2,3,At_Risk,3.0,Loyal
393,Home & Furniture,1179.98,407.07,2,5,Champions,4.0,Champions
394,Electronics,917.64,89.48,1,1,High_Value,3.0,At_Risk
395,Home & Furniture,3397.48,712.07,4,5,Champions,5.0,Champions
396,Electronics,1407.42,243.97,2,5,Champions,4.0,Champions
397,Accessories,391.12,101.88,2,3,Loyal,4.0,Loyal
398,Clothing & Apparel,72.54,21.14,3,3,At_Risk,1.0,At_Risk
399,Accessories,254.64,85.71,2,4,Potential,4.0,Champions
400,Clothing & Apparel,192.25,70.37,1,1,Lost,2.0,Lost
401,Accessories,203.25,96.36,1,5,Potential,3.0,Potential
402,Electronics,1116.2,123.58,2,4,Champions,4.0,Champions
403,Electronics,1537.47,289.25,3,2,High_Value,4.0,High_Value
404,Home & Furniture,1629.52,323.25,2,3,Loyal,5.0,Loyal
405,Electronics,438.4,54.53,2,2,At_Risk,2.0,Lost
406,Home & Furniture,483.16,139.41,1,2,At_Risk,2.0,Lost
407,Accessories,609.3,303.53,3,4,Potential,5.0,Champions
408,Electronics,3842.12,377.44,4,1,High_Value,5.0,High_Value
409,Home & Furniture,1319.24,412.3,2,4,Champions,4.0,Champions
410,Clothing & Apparel,895.44,402.7,2,1,High_Value,5.0,High_Value
411,Home & Furniture,273.75,88.91,1,2,Lost,1.0,Lost
412,Home & Furniture,1626.24,354.33,3,5,Champions,5.0,Champions
413,Clothing & Apparel,1240.08,372.91,3,5,Champions,5.0,Champions
414,Clothing & Apparel,1389.6,560.19,3,3,Loyal,5.0,Loyal
415,Electronics,2499.66,205.27,3,1,High_Value,5.0,High_Value
416,Clothing & Apparel,647.58,173.41,2,3,Loyal,4.0,Loyal
417,Clothing & Apparel,792.27,324.12,3,2,High_Value,5.0,High_Value
418,Accessories,213.82,82.14,1,4,Potential,3.0,Potential
419,Home & Furniture,940.42,220.59,2,1,High_Value,4.0,High_Value
420,Clothing & Apparel,1409.73,442.3,3,3,Loyal,5.0,Loyal
421,Clothing & Apparel,820.16,181.78,2,5,Champions,5.0,Champions
421,Electronics,1903.0,264.38,3,5,Champions,5.0,Champions
422,Clothing & Apparel,794.97,325.14,3,2,High_Value,5.0,High_Value
423,Clothing & Apparel,638.06,196.7,2,2,High_Value,4.0,High_Value
424,Electronics,891.18,175.06,2,5,Champions,3.0,Potential
425,Electronics,321.55,50.73,1,5,Potential,1.0,At_Risk
426,Home & Furniture,4094.95,940.67,5,1,High_Value,5.0,High_Value
427,Accessories,137.56,39.52,2,1,Lost,2.0,Lost
428,Clothing & Apparel,364.17,148.79000000000002,3,3,At_Risk,3.0,Loyal
429,Clothing & Apparel,316.59,80.62,1,3,At_Risk,3.0,Loyal
430,Home & Furniture,987.59,238.09,1,5,Champions,4.0,Champions
431,Clothing & Apparel,730.36,177.65,2,3,Loyal,5.0,Loyal
432,Home & Furniture,823.76,105.13,1,1,High_Value,3.0,At_Risk
433,Electronics,699.39,84.24,1,3,Loyal,2.0,At_Risk
434,Electronics,613.58,121.92,1,1,At_Risk,2.0,Lost
435,Home & Furniture,673.42,120.96,2,5,Champions,3.0,Potential
436,Clothing & Apparel,767.16,217.41,2,3,Loyal,5.0,Loyal
437,Home & Furniture,4685.59,658.69,7,3,Loyal,5.0,Loyal
438,Electronics,189.11,33.22,1,3,At_Risk,1.0,At_Risk
439,Accessories,412.54,151.38,2,2,At_Risk,4.0,High_Value
440,Electronics,4150.95,577.74,5,1,High_Value,5.0,High_Value
441,Electronics,1002.56,127.28,1,4,Champions,4.0,Champions
442,Accessories,712.05,237.24,3,4,Champions,5.0,Champions
442,Electronics,2564.04,492.29,3,4,Champions,5.0,Champions
443,Clothing & Apparel,673.14,173.58,2,5,Champions,4.0,Champions
444,Home & Furniture,255.1,62.82,1,2,Lost,1.0,Lost
445,Accessories,297.82,144.56,2,2,Lost,4.0,High_Value
446,Accessories,145.75,59.13,1,4,At_Risk,2.0,Potential
447,Clothing & Apparel,499.18,204.29,2,4,Potential,4.0,Champions
448,Clothing & Apparel,92.04,31.68,1,4,At_Risk,1.0,At_Risk
449,Accessories,227.22,85.27,3,2,Lost,3.0,At_Risk
450,Electronics,1029.63,135.71,3,3,Loyal,4.0,Loyal
451,Home & Furniture,1877.25,380.55,5,2,High_Value,5.0,High_Value
452,Accessories,289.56,105.86,2,2,Lost,4.0,High_Value
453,Clothing & Apparel,585.66,191.35,2,3,Loyal,4.0,Loyal
454,Home & Furniture,239.92,56.91,1,3,At_Risk,1.0,At_Risk
455,Electronics,246.9,39.01,1,4,Potential,1.0,At_Risk
456,Home & Furniture,1064.4899999999998,248.39,2,5,Champions,4.0,Champions
457,Clothing & Apparel,344.72,149.52,4,5,Potential,3.0,Potential
458,Home & Furniture,953.44,200.51,2,1,High_Value,4.0,High_Value
459,Electronics,673.14,58.78,1,5,Champions,2.0,Potential
460,Accessories,242.66,99.52,2,2,Lost,3.0,At_Risk
461,Electronics,841.6,104.96,1,2,High_Value,3.0,At_Risk
462,Home & Furniture,766.67,99.43,1,4,Champions,3.0,Potential
463,Electronics,2155.12,389.27,2,4,Champions,5.0,Champions
464,Electronics,2961.99,336.92,3,4,Champions,5.0,Champions
465,Clothing & Apparel,168.35,55.33,1,3,At_Risk,2.0,At_Risk
466,Accessories,246.07,108.97,1,1,Lost,4.0,High_Value
467,Home & Furniture,1802.43,340.08,3,3,Loyal,5.0,Loyal
468,Home & Furniture,1160.14,376.38,2,2,High_Value,4.0,High_Value
469,Home & Furniture,263.58,71.57,1,3,At_Risk,1.0,At_Risk
470,Accessories,141.02,48.27,1,5,At_Risk,2.0,Potential
471,Clothing & Apparel,94.04,38.94,1,4,At_Risk,1.0,At_Risk
472,Electronics,1151.62,137.42,2,4,Champions,4.0,Champions
473,Home & Furniture,1347.66,349.93,2,4,Champions,4.0,Champions
474,Electronics,903.09,172.72,1,4,Champions,3.0,Potential
475,Clothing & Apparel,321.91,77.19,1,5,Potential,3.0,Potential
476,Clothing & Apparel,204.37,74.04,1,5,Champions,2.0,Potential
476,Electronics,993.84,176.14,1,5,Champions,4.0,Champions
477,Accessories,696.35,212.18,5,2,High_Value,5.0,High_Value
478,Clothing & Apparel,165.73,48.67,1,5,Champions,2.0,Potential
478,Electronics,829.77,130.26,3,5,Champions,3.0,Potential
479,Clothing & Apparel,152.7,66.44,1,1,Lost,2.0,Lost
480,Clothing & Apparel,1016.4,282.42,4,2,High_Value,5.0,High_Value
481,Electronics,1212.64,200.65,2,2,High_Value,4.0,High_Value
482,Home & Furniture,774.78,136.56,1,1,High_Value,3.0,At_Risk
483,Accessories,197.96,79.75,2,4,Potential,3.0,Potential
484,Clothing & Apparel,105.52,30.9,1,4,At_Risk,1.0,At_Risk
485,Accessories,474.76,115.54,2,5,Potential,5.0,Champions
486,Accessories,113.51,25.92,1,3,At_Risk,1.0,At_Risk
487,Electronics,127.64,16.97,1,4,Potential,1.0,At_Risk
487,Home & Furniture,120.54,26.63,1,4,Potential,1.0,At_Risk
488,Accessories,291.9,88.08,2,2,Lost,4.0,High_Value
489,Clothing & Apparel,351.3,142.21,1,2,Lost,3.0,At_Risk
490,Clothing & Apparel,61.63,24.49,1,3,At_Risk,1.0,At_Risk
491,Clothing & Apparel,161.11,48.34,1,5,At_Risk,2.0,Potential
492,Home & Furniture,411.15,74.36,1,3,Loyal,2.0,At_Risk
493,Accessories,88.29,28.48,1,5,At_Risk,1.0,At_Risk
494,Home & Furniture,910.59,126.93,1,2,High_Value,4.0,High_Value
495,Clothing & Apparel,275.56,123.8,2,5,Potential,3.0,Potential
496,Clothing & Apparel,392.41,108.07,1,5,Potential,3.0,Potential
497,Accessories,274.6,66.42,2,5,Potential,4.0,Champions
498,Clothing & Apparel,568.36,247.0,2,3,Loyal,4.0,Loyal
499,Clothing & Apparel,158.77,49.78,1,2,Lost,2.0,Lost
500,Home & Furniture,2612.16,740.33,3,1,High_Value,5.0,High_Value
501,Clothing & Apparel,55.3,16.71,2,1,Lost,1.0,Lost
502,Electronics,684.64,88.21,2,4,Champions,2.0,Potential
503,Clothing & Apparel,276.85,68.08,1,1,Lost,3.0,At_Risk
504,Home & Furniture,642.76,77.96,1,1,High_Value,3.0,At_Risk
505,Home & Furniture,937.22,290.69,1,4,Champions,4.0,Champions
506,Accessories,211.68,38.98,1,2,Lost,3.0,At_Risk
507,Clothing & Apparel,1636.6,609.79,4,5,Champions,5.0,Champions
508,Electronics,1360.44,111.01,2,1,High_Value,4.0,High_Value
509,Clothing & Apparel,95.65,24.19,1,4,At_Risk,1.0,At_Risk
510,Electronics,1050.0,141.59,2,3,Loyal,4.0,Loyal
511,Electronics,685.75,130.12,1,5,Champions,2.0,Potential
512,Home & Furniture,772.01,122.16,1,2,High_Value,3.0,At_Risk
513,Home & Furniture,750.29,121.93,1,2,High_Value,3.0,At_Risk
514,Accessories,387.6,105.69,2,3,Loyal,4.0,Loyal
515,Home & Furniture,440.14,129.56,2,5,Potential,2.0,Potential
516,Electronics,1001.33,168.59,1,5,Champions,4.0,Champions
517,Clothing & Apparel,83.62,22.19,1,4,At_Risk,1.0,At_Risk
518,Clothing & Apparel,313.16,91.8,1,4,Potential,3.0,Potential
519,Home & Furniture,1691.04,363.76,3,4,Champions,5.0,Champions
520,Electronics,1866.54,257.08,3,1,High_Value,5.0,High_Value
521,Accessories,126.21,30.47,1,2,Lost,2.0,Lost
522,Home & Furniture,148.46,32.45,1,1,Lost,1.0,Lost
523,Electronics,645.75,98.56,1,4,Champions,2.0,Potential
524,Home & Furniture,610.4,75.09,1,4,Potential,3.0,Potential
525,Electronics,2336.64,254.18,3,3,Loyal,5.0,Loyal
526,Electronics,1559.2,214.92,5,5,Champions,4.0,Champions
527,Home & Furniture,824.86,196.77,2,3,Loyal,3.0,Loyal
528,Electronics,931.55,110.02,1,5,Champions,3.0,Potential
529,Accessories,208.96,63.58,4,4,Potential,3.0,Potential
530,Accessories,177.9,88.07,1,1,Lost,2.0,Lost
531,Home & Furniture,1135.02,145.81,2,1,High_Value,4.0,High_Value
532,Clothing & Apparel,329.51,102.5,1,5,Potential,3.0,Potential
533,Accessories,55.14,10.48,1,5,Potential,1.0,At_Risk
533,Clothing & Apparel,416.76,142.44,2,5,Potential,4.0,Champions
534,Clothing & Apparel,405.9,143.14,2,3,Loyal,4.0,Loyal
535,Home & Furniture,270.72,71.51,1,2,Lost,1.0,Lost
536,Electronics,853.17,96.11,1,3,Loyal,3.0,Loyal
537,Accessories,202.14,57.24,1,5,Potential,3.0,Potential
538,Clothing & Apparel,270.38,69.69,1,2,Lost,2.0,Lost
539,Accessories,178.26,50.16,2,4,Potential,2.0,Potential
539,Home & Furniture,184.05,49.38,1,4,Potential,1.0,At_Risk
540,Electronics,311.93,38.45,1,3,At_Risk,1.0,At_Risk
541,Electronics,615.21,118.92,1,3,Loyal,2.0,At_Risk
542,Electronics,461.37,41.63,1,2,At_Risk,2.0,Lost
543,Clothing & Apparel,393.06,175.42,2,3,Loyal,3.0,Loyal
544,Accessories,142.92,53.29,2,2,Lost,2.0,Lost
545,Accessories,342.56,144.98,2,5,Potential,4.0,Champions
546,Electronics,3121.08,267.76,4,4,Champions,5.0,Champions
547,Accessories,152.1,50.52,1,2,Lost,2.0,Lost
548,Electronics,3947.64,494.67,4,2,High_Value,5.0,High_Value
549,Home & Furniture,206.7,39.44,1,5,Potential,1.0,At_Risk
550,Clothing & Apparel,1767.8,675.74,5,5,Champions,5.0,Champions
551,Electronics,2020.78,231.41,2,2,High_Value,5.0,High_Value
552,Clothing & Apparel,1326.57,512.73,3,4,Champions,5.0,Champions
553,Clothing & Apparel,225.26,87.35,1,1,Lost,2.0,Lost
554,Home & Furniture,883.05,162.27,1,2,High_Value,4.0,High_Value
555,Home & Furniture,881.22,134.65,2,4,Champions,4.0,Champions
556,Accessories,214.56,65.94,2,2,Lost,3.0,At_Risk
557,Accessories,66.34,28.51,1,5,Champions,1.0,At_Risk
557,Home & Furniture,669.31,134.43,1,5,Champions,3.0,Potential
558,Electronics,1818.78,244.88,2,3,Loyal,5.0,Loyal
559,Accessories,776.04,144.67,3,2,High_Value,5.0,High_Value
560,Clothing & Apparel,214.9,84.71,2,4,Potential,2.0,Potential
561,Accessories,67.47,19.98,1,4,At_Risk,1.0,At_Risk
562,Electronics,731.12,66.03,1,3,Loyal,3.0,Loyal
563,Home & Furniture,336.18,90.3,2,4,Potential,1.0,At_Risk
564,Clothing & Apparel,258.47,98.81,1,1,Lost,2.0,Lost
565,Clothing & Apparel,423.07,127.3,1,5,Potential,4.0,Champions
566,Clothing & Apparel,459.46,124.42,2,4,Potential,4.0,Champions
567,Clothing & Apparel,990.48,365.68,3,1,High_Value,5.0,High_Value
568,Clothing & Apparel,81.61,23.27,1,1,Lost,1.0,Lost
569,Clothing & Apparel,496.38,172.88,2,3,Loyal,4.0,Loyal
570,Clothing & Apparel,1335.12,582.17,3,4,Champions,5.0,Champions
571,Clothing & Apparel,234.39,89.17,3,2,Lost,2.0,Lost
572,Clothing & Apparel,626.88,160.58,2,4,Potential,4.0,Champions
573,Electronics,106.63,12.05,1,4,At_Risk,1.0,At_Risk
574,Clothing & Apparel,498.7,168.46,2,4,Potential,4.0,Champions
575,Clothing & Apparel,313.1,85.73,2,4,Potential,3.0,Potential
576,Clothing & Apparel,972.88,324.42,4,5,Champions,5.0,Champions
577,Home & Furniture,1124.88,204.33,2,1,High_Value,4.0,High_Value
578,Accessories,696.93,154.52,3,2,High_Value,5.0,High_Value
579,Home & Furniture,1007.61,264.84,3,4,Champions,4.0,Champions
580,Clothing & Apparel,757.34,220.94,2,2,High_Value,5.0,High_Value
581,Clothing & Apparel,800.86,169.09,2,1,High_Value,5.0,High_Value
582,Home & Furniture,1141.98,286.53,3,5,Champions,4.0,Champions
583,Electronics,222.83,43.6,1,5,Potential,1.0,At_Risk
584,Electronics,1516.98,298.4,3,3,Loyal,4.0,Loyal
585,Clothing & Apparel,739.7,264.83,2,4,Champions,5.0,Champions
586,Home & Furniture,947.05,257.32,1,2,High_Value,4.0,High_Value
587,Home & Furniture,396.08,55.86,2,3,Loyal,2.0,At_Risk
588,Clothing & Apparel,873.72,302.52,6,2,High_Value,5.0,High_Value
589,Electronics,379.38,42.5,1,3,Loyal,1.0,At_Risk
590,Clothing & Apparel,332.76,128.3,1,5,Champions,3.0,Potential
590,Electronics,1391.76,214.3,2,5,Champions,4.0,Champions
591,Home & Furniture,830.44,253.93,1,3,Loyal,3.0,Loyal
592,Clothing & Apparel,296.03,63.19,1,5,Potential,3.0,Potential
593,Home & Furniture,1068.64,334.95,2,5,Champions,4.0,Champions
594,Accessories,68.03,15.41,1,2,Lost,1.0,Lost
595,Home & Furniture,246.42,58.18,1,1,Lost,1.0,Lost
596,Home & Furniture,2060.0,514.09,4,5,Champions,5.0,Champions
597,Home & Furniture,263.09,64.89,1,2,Lost,1.0,Lost
598,Accessories,692.88,339.44,3,1,High_Value,5.0,High_Value
599,Home & Furniture,1571.54,503.55,2,4,Champions,5.0,Champions
600,Electronics,975.75,185.95,3,1,High_Value,3.0,At_Risk
601,Electronics,834.8,125.91,1,2,High_Value,3.0,At_Risk
602,Electronics,395.45,54.19,1,1,At_Risk,1.0,Lost
603,Home & Furniture,154.71,42.8,1,4,At_Risk,1.0,At_Risk
604,Home & Furniture,1946.7,633.8,3,3,Loyal,5.0,Loyal
605,Accessories,187.17,88.32,3,3,At_Risk,3.0,Loyal
606,Home & Furniture,637.93,160.52,1,1,High_Value,3.0,At_Risk
607,Clothing & Apparel,86.98,29.77,1,1,Lost,1.0,Lost
608,Home & Furniture,710.08,243.46,1,3,Loyal,3.0,Loyal
609,Clothing & Apparel,211.74,72.37,1,3,At_Risk,2.0,At_Risk
610,Clothing & Apparel,133.51,38.0,1,2,Lost,1.0,Lost
611,Accessories,204.14,80.64,1,5,Potential,3.0,Potential
612,Electronics,320.04,38.14,3,5,Potential,1.0,At_Risk
613,Clothing & Apparel,734.94,296.35,2,4,Champions,5.0,Champions
614,Home & Furniture,1175.64,326.64,3,5,Champions,4.0,Champions
615,Clothing & Apparel,305.68,63.49,2,2,Lost,3.0,At_Risk
616,Electronics,642.92,73.07,1,5,Champions,2.0,Potential
617,Clothing & Apparel,178.39,38.32,1,3,At_Risk,2.0,At_Risk
618,Accessories,323.28,92.29,3,3,At_Risk,4.0,Loyal
619,Electronics,493.72,87.43,4,5,Potential,2.0,Potential
620,Clothing & Apparel,648.3,198.52,2,2,High_Value,4.0,High_Value
621,Clothing & Apparel,319.27,89.75,1,5,Potential,3.0,Potential
622,Accessories,212.95,39.21,1,5,Champions,3.0,Potential
622,Home & Furniture,1700.5,307.96,2,5,Champions,5.0,Champions
623,Home & Furniture,4547.7,1556.47,5,2,High_Value,5.0,High_Value
624,Home & Furniture,1561.04,527.82,2,4,Champions,5.0,Champions
625,Accessories,172.34,75.1,1,2,Lost,2.0,Lost
625,Clothing & Apparel,81.03,33.27,1,2,Lost,1.0,Lost
626,Accessories,241.03,73.44,1,3,At_Risk,3.0,Loyal
627,Electronics,3045.75,555.47,3,2,High_Value,5.0,High_Value
628,Clothing & Apparel,517.38,152.94,2,2,At_Risk,4.0,High_Value
629,Accessories,205.62,43.93,1,2,Lost,3.0,At_Risk
630,Home & Furniture,818.16,180.58,3,5,Champions,3.0,Potential
631,Accessories,127.41,35.05,1,3,At_Risk,2.0,At_Risk
632,Electronics,366.75,52.17,1,5,Potential,1.0,At_Risk
633,Home & Furniture,734.26,104.29,2,3,Loyal,3.0,Loyal
634,Home & Furniture,343.13,103.8,1,2,Lost,2.0,Lost
635,Home & Furniture,115.71,29.52,1,3,At_Risk,1.0,At_Risk
636,Home & Furniture,743.81,114.68,1,4,Champions,3.0,Potential
637,Home & Furniture,617.1,169.58,3,2,At_Risk,3.0,At_Risk
638,Clothing & Apparel,107.15,24.49,1,2,Lost,1.0,Lost
639,Electronics,1011.6,119.32,1,2,High_Value,4.0,High_Value
640,Electronics,697.33,119.91,1,3,Loyal,2.0,At_Risk
641,Accessories,159.74,52.96,2,3,At_Risk,2.0,At_Risk
642,Accessories,219.58,96.01,1,1,Lost,3.0,At_Risk
643,Clothing & Apparel,1303.24,430.1,4,3,Loyal,5.0,Loyal
644,Clothing & Apparel,460.2,120.72,3,3,Loyal,4.0,Loyal
645,Clothing & Apparel,273.94,83.87,1,1,Lost,3.0,At_Risk
646,Electronics,1864.58,226.96,2,1,High_Value,5.0,High_Value
647,Electronics,2702.68,416.31,4,3,Loyal,5.0,Loyal
648,Electronics,1219.02,140.42,2,1,High_Value,4.0,High_Value
649,Home & Furniture,553.39,103.27,1,1,At_Risk,2.0,Lost
650,Home & Furniture,603.02,89.49,1,4,Potential,3.0,Potential
651,Home & Furniture,151.39,47.08,1,5,At_Risk,1.0,At_Risk
652,Electronics,1469.24,208.1,2,2,High_Value,4.0,High_Value
653,Clothing & Apparel,113.72,25.91,1,2,Lost,1.0,Lost
654,Home & Furniture,556.88,73.05,2,4,Potential,2.0,Potential
655,Home & Furniture,1109.92,261.59,2,1,High_Value,4.0,High_Value
656,Accessories,222.26,107.86,2,4,Potential,3.0,Potential
657,Accessories,213.18,56.5,1,1,Lost,3.0,At_Risk
658,Accessories,988.04,208.1,4,1,High_Value,5.0,High_Value
659,Accessories,426.88,131.19,2,4,Potential,5.0,Champions
660,Electronics,768.22,132.18,1,5,Champions,3.0,Potential
661,Clothing & Apparel,94.92,33.06,1,2,Lost,1.0,Lost
662,Electronics,2408.8,379.91,2,2,High_Value,5.0,High_Value
663,Electronics,385.74,36.02,1,2,At_Risk,1.0,Lost
664,Clothing & Apparel,855.16,314.92,2,5,Champions,5.0,Champions
665,Electronics,1137.9,187.64,2,4,Champions,4.0,Champions
666,Electronics,671.84,59.73,2,2,High_Value,2.0,Lost
667,Clothing & Apparel,438.55,195.28,1,3,Loyal,4.0,Loyal
668,Electronics,1658.82,245.19,2,4,Champions,4.0,Champions
669,Electronics,124.85,22.27,1,4,At_Risk,1.0,At_Risk
670,Electronics,125.78,20.59,1,1,Lost,1.0,Lost
671,Clothing & Apparel,900.28,400.05,2,2,High_Value,5.0,High_Value
672,Home & Furniture,1179.7,151.89,2,1,High_Value,4.0,High_Value
673,Electronics,4494.8,424.26,4,3,Loyal,5.0,Loyal
674,Clothing & Apparel,534.78,138.07,2,3,Loyal,4.0,Loyal
675,Clothing & Apparel,176.08,44.24,2,2,Lost,2.0,Lost
676,Clothing & Apparel,692.48,172.62,4,2,High_Value,5.0,High_Value
677,Electronics,2167.88,423.36,2,2,High_Value,5.0,High_Value
678,Clothing & Apparel,340.45,95.21,1,1,Lost,3.0,At_Risk
679,Clothing & Apparel,1017.81,250.99,3,5,Champions,5.0,Champions
680,Accessories,443.96,160.25,2,3,Loyal,5.0,Loyal
681,Electronics,2819.73,534.77,3,2,High_Value,5.0,High_Value
682,Home & Furniture,225.57,76.53,1,5,Potential,1.0,At_Risk
683,Home & Furniture,137.27,32.19,1,3,At_Risk,1.0,At_Risk
684,Electronics,1864.56,299.18,2,2,High_Value,5.0,High_Value
685,Electronics,365.8,46.5,1,4,Potential,1.0,At_Risk
686,Home & Furniture,288.02,100.22,2,3,At_Risk,1.0,At_Risk
687,Electronics,1290.65,215.69,1,2,High_Value,4.0,High_Value
688,Electronics,958.06,87.07,1,1,High_Value,3.0,At_Risk
689,Electronics,619.45,91.56,1,4,Potential,2.0,Potential
690,Clothing & Apparel,386.58,154.93,1,5,Potential,3.0,Potential
691,Home & Furniture,992.28,252.97,2,4,Champions,4.0,Champions
692,Clothing & Apparel,420.24,132.74,4,5,Potential,4.0,Champions
693,Clothing & Apparel,168.05,62.92,1,1,Lost,2.0,Lost
694,Electronics,3263.6800000000003,333.08,4,3,Loyal,5.0,Loyal
695,Electronics,437.13,72.1,1,4,Potential,2.0,Potential
696,Home & Furniture,225.83,39.79,1,4,Potential,1.0,At_Risk
697,Electronics,3777.06,559.92,3,4,Champions,5.0,Champions
698,Electronics,1718.14,260.93,2,5,Champions,4.0,Champions
699,Home & Furniture,70.53,17.35,1,3,At_Risk,1.0,At_Risk
700,Electronics,2641.62,372.9,3,4,Champions,5.0,Champions
700,Home & Furniture,139.19,21.17,1,4,Champions,1.0,At_Risk
701,Electronics,813.56,123.55,2,2,High_Value,3.0,At_Risk
702,Clothing & Apparel,169.78,53.7,1,2,Lost,2.0,Lost
703,Clothing & Apparel,205.1,51.4,1,2,Lost,2.0,Lost
704,Electronics,4790.1,449.51,5,2,High_Value,5.0,High_Value
705,Home & Furniture,769.61,145.09,1,2,High_Value,3.0,At_Risk
706,Clothing & Apparel,111.26,27.75,1,4,At_Risk,1.0,At_Risk
707,Accessories,103.84,18.72,2,2,Lost,1.0,Lost
708,Clothing & Apparel,786.56,271.51,2,5,Champions,5.0,Champions
709,Electronics,3177.12,616.89,3,2,High_Value,5.0,High_Value
710,Home & Furniture,817.37,283.17,1,4,Champions,3.0,Potential
711,Electronics,641.28,95.54,1,3,Loyal,2.0,At_Risk
712,Clothing & Apparel,113.21,43.79,1,2,Lost,1.0,Lost
713,Home & Furniture,188.11,26.97,1,4,At_Risk,1.0,At_Risk
714,Clothing & Apparel,173.61,48.76,1,4,At_Risk,2.0,Potential
715,Home & Furniture,1191.62,233.44,2,3,Loyal,4.0,Loyal
716,Accessories,108.3,41.56,1,2,Lost,1.0,Lost
717,Home & Furniture,899.52,123.46,3,2,High_Value,4.0,High_Value
718,Accessories,77.96,25.57,1,3,At_Risk,1.0,At_Risk
719,Accessories,618.21,147.47,3,5,Potential,5.0,Champions
720,Clothing & Apparel,242.29,76.43,1,5,Potential,2.0,Potential
721,Electronics,544.36,81.3,2,1,At_Risk,2.0,Lost
722,Home & Furniture,659.1,111.83,1,3,Loyal,3.0,Loyal
723,Electronics,420.54,82.96,1,2,At_Risk,1.0,Lost
724,Clothing & Apparel,445.34,98.04,2,5,Potential,4.0,Champions
725,Home & Furniture,656.54,153.92,2,1,High_Value,3.0,At_Risk
726,Home & Furniture,748.54,195.89,1,1,High_Value,3.0,At_Risk
727,Home & Furniture,210.14,35.87,1,3,At_Risk,1.0,At_Risk
728,Accessories,363.16,71.78,2,3,Loyal,4.0,Loyal
728,Electronics,614.17,76.03,1,3,Loyal,2.0,At_Risk
729,Home & Furniture,654.68,165.21,1,2,High_Value,3.0,At_Risk
730,Accessories,265.48,82.3,2,2,Lost,4.0,High_Value
731,Clothing & Apparel,788.7,331.46,3,5,Champions,5.0,Champions
732,Accessories,341.86,164.58,2,4,Potential,4.0,Champions
733,Electronics,1240.78,114.15,2,2,High_Value,4.0,High_Value
734,Accessories,83.53,15.7,1,3,At_Risk,1.0,At_Risk
734,Clothing & Apparel,263.43,75.96,1,3,At_Risk,2.0,At_Risk
735,Electronics,489.73,48.92,1,4,Potential,2.0,Potential
736,Electronics,5093.7,954.49,5,1,High_Value,5.0,High_Value
737,Home & Furniture,251.1,85.73,1,1,Lost,1.0,Lost
738,Clothing & Apparel,189.94,38.37,2,3,At_Risk,2.0,At_Risk
739,Electronics,3576.36,668.4,4,2,High_Value,5.0,High_Value
740,Accessories,306.81,126.87,3,2,Lost,4.0,High_Value
741,Home & Furniture,1092.48,365.09,4,1,High_Value,4.0,High_Value
742,Clothing & Apparel,330.18,142.59,1,5,Potential,3.0,Potential
743,Accessories,395.42,98.49,2,1,At_Risk,4.0,High_Value
744,Clothing & Apparel,94.25,25.53,1,4,At_Risk,1.0,At_Risk
745,Clothing & Apparel,39.56,9.16,2,4,At_Risk,1.0,At_Risk
746,Home & Furniture,2008.78,360.44,2,2,High_Value,5.0,High_Value
747,Clothing & Apparel,929.78,190.12,2,4,Champions,5.0,Champions
748,Home & Furniture,398.32,81.8,2,1,At_Risk,2.0,Lost
749,Electronics,148.75,20.55,1,4,At_Risk,1.0,At_Risk
750,Accessories,157.08,60.96,2,3,At_Risk,2.0,At_Risk
751,Electronics,982.18,160.02,2,3,Loyal,4.0,Loyal
752,Accessories,172.6,33.43,1,2,Lost,2.0,Lost
753,Home & Furniture,1964.68,424.8,4,4,Champions,5.0,Champions
754,Clothing & Apparel,709.34,262.75,2,5,Champions,5.0,Champions
755,Clothing & Apparel,123.59,37.1,1,3,At_Risk,1.0,At_Risk
756,Clothing & Apparel,376.67,129.38,1,1,At_Risk,3.0,At_Risk
757,Clothing & Apparel,230.15,62.45,1,1,Lost,2.0,Lost
758,Home & Furniture,1528.8,523.68,2,3,Loyal,5.0,Loyal
759,Clothing & Apparel,367.34,110.87,1,5,Potential,3.0,Potential
760,Home & Furniture,799.47,150.0,1,2,High_Value,3.0,At_Risk
761,Clothing & Apparel,280.46,83.44,2,1,Lost,3.0,At_Risk
762,Home & Furniture,690.6,231.42,1,3,Loyal,3.0,Loyal
763,Home & Furniture,69.58,14.39,1,4,At_Risk,1.0,At_Risk
